"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","CPI","ENRG","IDX2015","A","1972",6.649913,
"AUS","CPI","ENRG","IDX2015","A","1973",6.900136,
"AUS","CPI","ENRG","IDX2015","A","1974",7.809128,
"AUS","CPI","ENRG","IDX2015","A","1975",9.325853,
"AUS","CPI","ENRG","IDX2015","A","1976",10.14962,
"AUS","CPI","ENRG","IDX2015","A","1977",10.88616,
"AUS","CPI","ENRG","IDX2015","A","1978",12.05611,
"AUS","CPI","ENRG","IDX2015","A","1979",15.34013,
"AUS","CPI","ENRG","IDX2015","A","1980",18.33085,
"AUS","CPI","ENRG","IDX2015","A","1981",21.18937,
"AUS","CPI","ENRG","IDX2015","A","1982",23.94829,
"AUS","CPI","ENRG","IDX2015","A","1983",27.02606,
"AUS","CPI","ENRG","IDX2015","A","1984",29.03665,
"AUS","CPI","ENRG","IDX2015","A","1985",31.77646,
"AUS","CPI","ENRG","IDX2015","A","1986",32.12911,
"AUS","CPI","ENRG","IDX2015","A","1987",33.93232,
"AUS","CPI","ENRG","IDX2015","A","1988",33.92731,
"AUS","CPI","ENRG","IDX2015","A","1989",35.38508,
"AUS","CPI","ENRG","IDX2015","A","1990",41.07044,
"AUS","CPI","ENRG","IDX2015","A","1991",41.25035,
"AUS","CPI","ENRG","IDX2015","A","1992",42.33044,
"AUS","CPI","ENRG","IDX2015","A","1993",42.76245,
"AUS","CPI","ENRG","IDX2015","A","1994",42.85668,
"AUS","CPI","ENRG","IDX2015","A","1995",44.25638,
"AUS","CPI","ENRG","IDX2015","A","1996",44.75401,
"AUS","CPI","ENRG","IDX2015","A","1997",45.54799,
"AUS","CPI","ENRG","IDX2015","A","1998",43.81802,
"AUS","CPI","ENRG","IDX2015","A","1999",44.66492,
"AUS","CPI","ENRG","IDX2015","A","2000",52.17069,
"AUS","CPI","ENRG","IDX2015","A","2001",53.45722,
"AUS","CPI","ENRG","IDX2015","A","2002",53.94569,
"AUS","CPI","ENRG","IDX2015","A","2003",56.68705,
"AUS","CPI","ENRG","IDX2015","A","2004",60.28475,
"AUS","CPI","ENRG","IDX2015","A","2005",66.19189,
"AUS","CPI","ENRG","IDX2015","A","2006",72.31474,
"AUS","CPI","ENRG","IDX2015","A","2007",73.4587,
"AUS","CPI","ENRG","IDX2015","A","2008",82.64883,
"AUS","CPI","ENRG","IDX2015","A","2009",77.43545,
"AUS","CPI","ENRG","IDX2015","A","2010",83.95667,
"AUS","CPI","ENRG","IDX2015","A","2011",93.14078,
"AUS","CPI","ENRG","IDX2015","A","2012",100.0577,
"AUS","CPI","ENRG","IDX2015","A","2013",106.4751,
"AUS","CPI","ENRG","IDX2015","A","2014",107.7425,
"AUS","CPI","ENRG","IDX2015","A","2015",100,
"AUS","CPI","ENRG","IDX2015","A","2016",96.82637,
"AUS","CPI","ENRG","IDX2015","A","2017",105.9774,
"AUS","CPI","ENRG","IDX2015","A","2018",118.4041,
"AUS","CPI","ENRG","IDX2015","A","2019",127.4843,
"AUS","CPI","ENRG","IDX2015","A","2020",124.801,
"AUS","CPI","ENRG","IDX2015","A","2021",138.4442,
"AUS","CPI","ENRG","IDX2015","A","2022",159.6264,
"AUS","CPI","FOOD","IDX2015","A","1970",9.504649,
"AUS","CPI","FOOD","IDX2015","A","1971",9.875331,
"AUS","CPI","FOOD","IDX2015","A","1972",10.26119,
"AUS","CPI","FOOD","IDX2015","A","1973",11.83716,
"AUS","CPI","FOOD","IDX2015","A","1974",13.62831,
"AUS","CPI","FOOD","IDX2015","A","1975",14.64069,
"AUS","CPI","FOOD","IDX2015","A","1976",16.35731,
"AUS","CPI","FOOD","IDX2015","A","1977",18.09043,
"AUS","CPI","FOOD","IDX2015","A","1978",19.98628,
"AUS","CPI","FOOD","IDX2015","A","1979",22.94985,
"AUS","CPI","FOOD","IDX2015","A","1980",25.91813,
"AUS","CPI","FOOD","IDX2015","A","1981",28.3549,
"AUS","CPI","FOOD","IDX2015","A","1982",30.14982,
"AUS","CPI","FOOD","IDX2015","A","1983",33.34838,
"AUS","CPI","FOOD","IDX2015","A","1984",34.85019,
"AUS","CPI","FOOD","IDX2015","A","1985",36.72883,
"AUS","CPI","FOOD","IDX2015","A","1986",39.96242,
"AUS","CPI","FOOD","IDX2015","A","1987",41.7725,
"AUS","CPI","FOOD","IDX2015","A","1988",45.26418,
"AUS","CPI","FOOD","IDX2015","A","1989",49.48513,
"AUS","CPI","FOOD","IDX2015","A","1990",51.02902,
"AUS","CPI","FOOD","IDX2015","A","1991",52.31922,
"AUS","CPI","FOOD","IDX2015","A","1992",52.62073,
"AUS","CPI","FOOD","IDX2015","A","1993",53.90136,
"AUS","CPI","FOOD","IDX2015","A","1994",55.17581,
"AUS","CPI","FOOD","IDX2015","A","1995",58.01238,
"AUS","CPI","FOOD","IDX2015","A","1996",59.70356,
"AUS","CPI","FOOD","IDX2015","A","1997",61.39238,
"AUS","CPI","FOOD","IDX2015","A","1998",63.27073,
"AUS","CPI","FOOD","IDX2015","A","1999",65.49693,
"AUS","CPI","FOOD","IDX2015","A","2000",65.67574,
"AUS","CPI","FOOD","IDX2015","A","2001",69.80045,
"AUS","CPI","FOOD","IDX2015","A","2002",72.41866,
"AUS","CPI","FOOD","IDX2015","A","2003",75.10207,
"AUS","CPI","FOOD","IDX2015","A","2004",76.54574,
"AUS","CPI","FOOD","IDX2015","A","2005",78.00458,
"AUS","CPI","FOOD","IDX2015","A","2006",85.68983,
"AUS","CPI","FOOD","IDX2015","A","2007",87.10923,
"AUS","CPI","FOOD","IDX2015","A","2008",90.81296,
"AUS","CPI","FOOD","IDX2015","A","2009",93.85717,
"AUS","CPI","FOOD","IDX2015","A","2010",94.92635,
"AUS","CPI","FOOD","IDX2015","A","2011",100.3696,
"AUS","CPI","FOOD","IDX2015","A","2012",96.65887,
"AUS","CPI","FOOD","IDX2015","A","2013",96.87155,
"AUS","CPI","FOOD","IDX2015","A","2014",99.42866,
"AUS","CPI","FOOD","IDX2015","A","2015",100,
"AUS","CPI","FOOD","IDX2015","A","2016",100.2407,
"AUS","CPI","FOOD","IDX2015","A","2017",100.312,
"AUS","CPI","FOOD","IDX2015","A","2018",100.9845,
"AUS","CPI","FOOD","IDX2015","A","2019",105.5115,
"AUS","CPI","FOOD","IDX2015","A","2020",115.3453,
"AUS","CPI","FOOD","IDX2015","A","2021",124.4688,
"AUS","CPI","FOOD","IDX2015","A","2022",134.6338,
"AUT","CPI","ENRG","IDX2015","A","1970",19.74343,
"AUT","CPI","ENRG","IDX2015","A","1971",20.69423,
"AUT","CPI","ENRG","IDX2015","A","1972",21.6224,
"AUT","CPI","ENRG","IDX2015","A","1973",23.07408,
"AUT","CPI","ENRG","IDX2015","A","1974",28.25826,
"AUT","CPI","ENRG","IDX2015","A","1975",31.72191,
"AUT","CPI","ENRG","IDX2015","A","1976",33.95462,
"AUT","CPI","ENRG","IDX2015","A","1977",34.9507,
"AUT","CPI","ENRG","IDX2015","A","1978",35.46572,
"AUT","CPI","ENRG","IDX2015","A","1979",37.8484,
"AUT","CPI","ENRG","IDX2015","A","1980",44.95966,
"AUT","CPI","ENRG","IDX2015","A","1981",53.84802,
"AUT","CPI","ENRG","IDX2015","A","1982",57.34846,
"AUT","CPI","ENRG","IDX2015","A","1983",56.42596,
"AUT","CPI","ENRG","IDX2015","A","1984",60.52915,
"AUT","CPI","ENRG","IDX2015","A","1985",62.82976,
"AUT","CPI","ENRG","IDX2015","A","1986",55.50061,
"AUT","CPI","ENRG","IDX2015","A","1987",52.7444,
"AUT","CPI","ENRG","IDX2015","A","1988",51.31253,
"AUT","CPI","ENRG","IDX2015","A","1989",52.50387,
"AUT","CPI","ENRG","IDX2015","A","1990",54.70827,
"AUT","CPI","ENRG","IDX2015","A","1991",54.71676,
"AUT","CPI","ENRG","IDX2015","A","1992",56.36936,
"AUT","CPI","ENRG","IDX2015","A","1993",55.98734,
"AUT","CPI","ENRG","IDX2015","A","1994",56.78251,
"AUT","CPI","ENRG","IDX2015","A","1995",58.8907,
"AUT","CPI","ENRG","IDX2015","A","1996",62.64583,
"AUT","CPI","ENRG","IDX2015","A","1997",64.52197,
"AUT","CPI","ENRG","IDX2015","A","1998",62.41095,
"AUT","CPI","ENRG","IDX2015","A","1999",62.6713,
"AUT","CPI","ENRG","IDX2015","A","2000",69.37384,
"AUT","CPI","ENRG","IDX2015","A","2001",69.74386,
"AUT","CPI","ENRG","IDX2015","A","2002",68.08168,
"AUT","CPI","ENRG","IDX2015","A","2003",68.72747,
"AUT","CPI","ENRG","IDX2015","A","2004",73.12719,
"AUT","CPI","ENRG","IDX2015","A","2005",80.26599,
"AUT","CPI","ENRG","IDX2015","A","2006",85.27634,
"AUT","CPI","ENRG","IDX2015","A","2007",88.82841,
"AUT","CPI","ENRG","IDX2015","A","2008",97.96612,
"AUT","CPI","ENRG","IDX2015","A","2009",88.66786,
"AUT","CPI","ENRG","IDX2015","A","2010",95.39739,
"AUT","CPI","ENRG","IDX2015","A","2011",105.8273,
"AUT","CPI","ENRG","IDX2015","A","2012",110.9935,
"AUT","CPI","ENRG","IDX2015","A","2013",110.1033,
"AUT","CPI","ENRG","IDX2015","A","2014",107.8699,
"AUT","CPI","ENRG","IDX2015","A","2015",100,
"AUT","CPI","ENRG","IDX2015","A","2016",95.56667,
"AUT","CPI","ENRG","IDX2015","A","2017",97.975,
"AUT","CPI","ENRG","IDX2015","A","2018",103.1417,
"AUT","CPI","ENRG","IDX2015","A","2019",104.0667,
"AUT","CPI","ENRG","IDX2015","A","2020",98.32714,
"AUT","CPI","ENRG","IDX2015","A","2021",110.3722,
"AUT","CPI","ENRG","IDX2015","A","2022",153.6853,
"AUT","CPI","FOOD","IDX2015","A","1970",28.79274,
"AUT","CPI","FOOD","IDX2015","A","1971",29.71805,
"AUT","CPI","FOOD","IDX2015","A","1972",31.29913,
"AUT","CPI","FOOD","IDX2015","A","1973",33.54873,
"AUT","CPI","FOOD","IDX2015","A","1974",36.27796,
"AUT","CPI","FOOD","IDX2015","A","1975",38.47238,
"AUT","CPI","FOOD","IDX2015","A","1976",40.51612,
"AUT","CPI","FOOD","IDX2015","A","1977",42.7827,
"AUT","CPI","FOOD","IDX2015","A","1978",44.03695,
"AUT","CPI","FOOD","IDX2015","A","1979",45.1278,
"AUT","CPI","FOOD","IDX2015","A","1980",47.1588,
"AUT","CPI","FOOD","IDX2015","A","1981",49.93684,
"AUT","CPI","FOOD","IDX2015","A","1982",52.05062,
"AUT","CPI","FOOD","IDX2015","A","1983",53.16056,
"AUT","CPI","FOOD","IDX2015","A","1984",56.05321,
"AUT","CPI","FOOD","IDX2015","A","1985",57.17376,
"AUT","CPI","FOOD","IDX2015","A","1986",58.30917,
"AUT","CPI","FOOD","IDX2015","A","1987",58.45136,
"AUT","CPI","FOOD","IDX2015","A","1988",58.52352,
"AUT","CPI","FOOD","IDX2015","A","1989",58.97981,
"AUT","CPI","FOOD","IDX2015","A","1990",60.64366,
"AUT","CPI","FOOD","IDX2015","A","1991",63.12034,
"AUT","CPI","FOOD","IDX2015","A","1992",65.45908,
"AUT","CPI","FOOD","IDX2015","A","1993",66.94678,
"AUT","CPI","FOOD","IDX2015","A","1994",67.87209,
"AUT","CPI","FOOD","IDX2015","A","1995",66.70272,
"AUT","CPI","FOOD","IDX2015","A","1996",66.79185,
"AUT","CPI","FOOD","IDX2015","A","1997",67.81691,
"AUT","CPI","FOOD","IDX2015","A","1998",69.12635,
"AUT","CPI","FOOD","IDX2015","A","1999",68.68916,
"AUT","CPI","FOOD","IDX2015","A","2000",69.13271,
"AUT","CPI","FOOD","IDX2015","A","2001",71.6503,
"AUT","CPI","FOOD","IDX2015","A","2002",72.64696,
"AUT","CPI","FOOD","IDX2015","A","2003",73.93168,
"AUT","CPI","FOOD","IDX2015","A","2004",75.3489,
"AUT","CPI","FOOD","IDX2015","A","2005",76.91949,
"AUT","CPI","FOOD","IDX2015","A","2006",78.33585,
"AUT","CPI","FOOD","IDX2015","A","2007",81.61721,
"AUT","CPI","FOOD","IDX2015","A","2008",86.75713,
"AUT","CPI","FOOD","IDX2015","A","2009",86.93658,
"AUT","CPI","FOOD","IDX2015","A","2010",87.35316,
"AUT","CPI","FOOD","IDX2015","A","2011",91.08279,
"AUT","CPI","FOOD","IDX2015","A","2012",94.01766,
"AUT","CPI","FOOD","IDX2015","A","2013",97.27296,
"AUT","CPI","FOOD","IDX2015","A","2014",99.18098,
"AUT","CPI","FOOD","IDX2015","A","2015",100,
"AUT","CPI","FOOD","IDX2015","A","2016",100.7333,
"AUT","CPI","FOOD","IDX2015","A","2017",103.1167,
"AUT","CPI","FOOD","IDX2015","A","2018",104.6833,
"AUT","CPI","FOOD","IDX2015","A","2019",105.75,
"AUT","CPI","FOOD","IDX2015","A","2020",108.2157,
"AUT","CPI","FOOD","IDX2015","A","2021",109.0633,
"AUT","CPI","FOOD","IDX2015","A","2022",120.7857,
"BEL","CPI","ENRG","IDX2015","A","1976",25.68321,
"BEL","CPI","ENRG","IDX2015","A","1977",26.45253,
"BEL","CPI","ENRG","IDX2015","A","1978",26.76738,
"BEL","CPI","ENRG","IDX2015","A","1979",31.35115,
"BEL","CPI","ENRG","IDX2015","A","1980",40.0068,
"BEL","CPI","ENRG","IDX2015","A","1981",48.39779,
"BEL","CPI","ENRG","IDX2015","A","1982",55.58836,
"BEL","CPI","ENRG","IDX2015","A","1983",57.52587,
"BEL","CPI","ENRG","IDX2015","A","1984",60.79881,
"BEL","CPI","ENRG","IDX2015","A","1985",64.07798,
"BEL","CPI","ENRG","IDX2015","A","1986",51.86369,
"BEL","CPI","ENRG","IDX2015","A","1987",48.10017,
"BEL","CPI","ENRG","IDX2015","A","1988",46.42208,
"BEL","CPI","ENRG","IDX2015","A","1989",49.21535,
"BEL","CPI","ENRG","IDX2015","A","1990",52.33823,
"BEL","CPI","ENRG","IDX2015","A","1991",53.6295,
"BEL","CPI","ENRG","IDX2015","A","1992",52.98061,
"BEL","CPI","ENRG","IDX2015","A","1993",54.82645,
"BEL","CPI","ENRG","IDX2015","A","1994",55.24881,
"BEL","CPI","ENRG","IDX2015","A","1995",54.91492,
"BEL","CPI","ENRG","IDX2015","A","1996",58.00175,
"BEL","CPI","ENRG","IDX2015","A","1997",60.1631,
"BEL","CPI","ENRG","IDX2015","A","1998",57.60094,
"BEL","CPI","ENRG","IDX2015","A","1999",58.72638,
"BEL","CPI","ENRG","IDX2015","A","2000",67.19936,
"BEL","CPI","ENRG","IDX2015","A","2001",67.59586,
"BEL","CPI","ENRG","IDX2015","A","2002",65.48524,
"BEL","CPI","ENRG","IDX2015","A","2003",65.40401,
"BEL","CPI","ENRG","IDX2015","A","2004",69.68722,
"BEL","CPI","ENRG","IDX2015","A","2005",77.70187,
"BEL","CPI","ENRG","IDX2015","A","2006",83.72486,
"BEL","CPI","ENRG","IDX2015","A","2007",83.83807,
"BEL","CPI","ENRG","IDX2015","A","2008",101.0029,
"BEL","CPI","ENRG","IDX2015","A","2009",86.99479,
"BEL","CPI","ENRG","IDX2015","A","2010",94.86962,
"BEL","CPI","ENRG","IDX2015","A","2011",110.8891,
"BEL","CPI","ENRG","IDX2015","A","2012",117.7007,
"BEL","CPI","ENRG","IDX2015","A","2013",113.2118,
"BEL","CPI","ENRG","IDX2015","A","2014",106.2002,
"BEL","CPI","ENRG","IDX2015","A","2015",100,
"BEL","CPI","ENRG","IDX2015","A","2016",100.733,
"BEL","CPI","ENRG","IDX2015","A","2017",109.0154,
"BEL","CPI","ENRG","IDX2015","A","2018",116.7129,
"BEL","CPI","ENRG","IDX2015","A","2019",117.7252,
"BEL","CPI","ENRG","IDX2015","A","2020",110.2787,
"BEL","CPI","ENRG","IDX2015","A","2021",123.8773,
"BEL","CPI","ENRG","IDX2015","A","2022",188.6401,
"BEL","CPI","FOOD","IDX2015","A","1991",63.48946,
"BEL","CPI","FOOD","IDX2015","A","1992",63.39672,
"BEL","CPI","FOOD","IDX2015","A","1993",63.00341,
"BEL","CPI","FOOD","IDX2015","A","1994",64.27362,
"BEL","CPI","FOOD","IDX2015","A","1995",65.0965,
"BEL","CPI","FOOD","IDX2015","A","1996",65.98301,
"BEL","CPI","FOOD","IDX2015","A","1997",67.47446,
"BEL","CPI","FOOD","IDX2015","A","1998",68.78259,
"BEL","CPI","FOOD","IDX2015","A","1999",68.78703,
"BEL","CPI","FOOD","IDX2015","A","2000",69.38045,
"BEL","CPI","FOOD","IDX2015","A","2001",72.59297,
"BEL","CPI","FOOD","IDX2015","A","2002",74.30532,
"BEL","CPI","FOOD","IDX2015","A","2003",75.83104,
"BEL","CPI","FOOD","IDX2015","A","2004",76.78529,
"BEL","CPI","FOOD","IDX2015","A","2005",78.14083,
"BEL","CPI","FOOD","IDX2015","A","2006",80.1382,
"BEL","CPI","FOOD","IDX2015","A","2007",83.26914,
"BEL","CPI","FOOD","IDX2015","A","2008",88.3284,
"BEL","CPI","FOOD","IDX2015","A","2009",89.07642,
"BEL","CPI","FOOD","IDX2015","A","2010",90.55593,
"BEL","CPI","FOOD","IDX2015","A","2011",93.01985,
"BEL","CPI","FOOD","IDX2015","A","2012",95.90366,
"BEL","CPI","FOOD","IDX2015","A","2013",99.18503,
"BEL","CPI","FOOD","IDX2015","A","2014",98.81226,
"BEL","CPI","FOOD","IDX2015","A","2015",100,
"BEL","CPI","FOOD","IDX2015","A","2016",102.2408,
"BEL","CPI","FOOD","IDX2015","A","2017",103.5293,
"BEL","CPI","FOOD","IDX2015","A","2018",105.7651,
"BEL","CPI","FOOD","IDX2015","A","2019",106.5834,
"BEL","CPI","FOOD","IDX2015","A","2020",109.6548,
"BEL","CPI","FOOD","IDX2015","A","2021",109.2226,
"BEL","CPI","FOOD","IDX2015","A","2022",118.8286,
"CAN","CPI","ENRG","IDX2015","A","1970",8.675774,
"CAN","CPI","ENRG","IDX2015","A","1971",9.105102,
"CAN","CPI","ENRG","IDX2015","A","1972",9.356008,
"CAN","CPI","ENRG","IDX2015","A","1973",10.20909,
"CAN","CPI","ENRG","IDX2015","A","1974",11.75355,
"CAN","CPI","ENRG","IDX2015","A","1975",13.36493,
"CAN","CPI","ENRG","IDX2015","A","1976",15.41678,
"CAN","CPI","ENRG","IDX2015","A","1977",17.29021,
"CAN","CPI","ENRG","IDX2015","A","1978",18.89601,
"CAN","CPI","ENRG","IDX2015","A","1979",20.73599,
"CAN","CPI","ENRG","IDX2015","A","1980",24.06468,
"CAN","CPI","ENRG","IDX2015","A","1981",31.29635,
"CAN","CPI","ENRG","IDX2015","A","1982",37.49094,
"CAN","CPI","ENRG","IDX2015","A","1983",40.40702,
"CAN","CPI","ENRG","IDX2015","A","1984",42.63173,
"CAN","CPI","ENRG","IDX2015","A","1985",45.01255,
"CAN","CPI","ENRG","IDX2015","A","1986",41.79537,
"CAN","CPI","ENRG","IDX2015","A","1987",42.88263,
"CAN","CPI","ENRG","IDX2015","A","1988",43.13911,
"CAN","CPI","ENRG","IDX2015","A","1989",44.62225,
"CAN","CPI","ENRG","IDX2015","A","1990",49.07722,
"CAN","CPI","ENRG","IDX2015","A","1991",51.48592,
"CAN","CPI","ENRG","IDX2015","A","1992",51.63089,
"CAN","CPI","ENRG","IDX2015","A","1993",52.26652,
"CAN","CPI","ENRG","IDX2015","A","1994",52.56203,
"CAN","CPI","ENRG","IDX2015","A","1995",53.24784,
"CAN","CPI","ENRG","IDX2015","A","1996",54.79788,
"CAN","CPI","ENRG","IDX2015","A","1997",56.11374,
"CAN","CPI","ENRG","IDX2015","A","1998",53.83886,
"CAN","CPI","ENRG","IDX2015","A","1999",56.88876,
"CAN","CPI","ENRG","IDX2015","A","2000",66.12211,
"CAN","CPI","ENRG","IDX2015","A","2001",68.26318,
"CAN","CPI","ENRG","IDX2015","A","2002",66.91386,
"CAN","CPI","ENRG","IDX2015","A","2003",72.18846,
"CAN","CPI","ENRG","IDX2015","A","2004",77.06718,
"CAN","CPI","ENRG","IDX2015","A","2005",84.51631,
"CAN","CPI","ENRG","IDX2015","A","2006",88.88207,
"CAN","CPI","ENRG","IDX2015","A","2007",90.95065,
"CAN","CPI","ENRG","IDX2015","A","2008",99.87733,
"CAN","CPI","ENRG","IDX2015","A","2009",86.43992,
"CAN","CPI","ENRG","IDX2015","A","2010",92.18288,
"CAN","CPI","ENRG","IDX2015","A","2011",103.4792,
"CAN","CPI","ENRG","IDX2015","A","2012",105.23,
"CAN","CPI","ENRG","IDX2015","A","2013",106.8135,
"CAN","CPI","ENRG","IDX2015","A","2014",110.5827,
"CAN","CPI","ENRG","IDX2015","A","2015",100,
"CAN","CPI","ENRG","IDX2015","A","2016",97.03931,
"CAN","CPI","ENRG","IDX2015","A","2017",102.1745,
"CAN","CPI","ENRG","IDX2015","A","2018",109.0159,
"CAN","CPI","ENRG","IDX2015","A","2019",106.6128,
"CAN","CPI","ENRG","IDX2015","A","2020",98.50014,
"CAN","CPI","ENRG","IDX2015","A","2021",117.0672,
"CAN","CPI","ENRG","IDX2015","A","2022",143.4681,
"CAN","CPI","FOOD","IDX2015","A","1970",13.80511,
"CAN","CPI","FOOD","IDX2015","A","1971",13.87594,
"CAN","CPI","FOOD","IDX2015","A","1972",14.94422,
"CAN","CPI","FOOD","IDX2015","A","1973",17.18704,
"CAN","CPI","FOOD","IDX2015","A","1974",19.90203,
"CAN","CPI","FOOD","IDX2015","A","1975",22.39863,
"CAN","CPI","FOOD","IDX2015","A","1976",22.75276,
"CAN","CPI","FOOD","IDX2015","A","1977",24.75949,
"CAN","CPI","FOOD","IDX2015","A","1978",29.07395,
"CAN","CPI","FOOD","IDX2015","A","1979",32.99298,
"CAN","CPI","FOOD","IDX2015","A","1980",36.67001,
"CAN","CPI","FOOD","IDX2015","A","1981",41.0494,
"CAN","CPI","FOOD","IDX2015","A","1982",43.66995,
"CAN","CPI","FOOD","IDX2015","A","1983",44.94482,
"CAN","CPI","FOOD","IDX2015","A","1984",47.6716,
"CAN","CPI","FOOD","IDX2015","A","1985",48.84023,
"CAN","CPI","FOOD","IDX2015","A","1986",51.30142,
"CAN","CPI","FOOD","IDX2015","A","1987",53.63277,
"CAN","CPI","FOOD","IDX2015","A","1988",54.70106,
"CAN","CPI","FOOD","IDX2015","A","1989",56.40678,
"CAN","CPI","FOOD","IDX2015","A","1990",58.60828,
"CAN","CPI","FOOD","IDX2015","A","1991",59.95396,
"CAN","CPI","FOOD","IDX2015","A","1992",59.09815,
"CAN","CPI","FOOD","IDX2015","A","1993",60.17234,
"CAN","CPI","FOOD","IDX2015","A","1994",60.23137,
"CAN","CPI","FOOD","IDX2015","A","1995",61.83675,
"CAN","CPI","FOOD","IDX2015","A","1996",62.55091,
"CAN","CPI","FOOD","IDX2015","A","1997",63.51295,
"CAN","CPI","FOOD","IDX2015","A","1998",64.51041,
"CAN","CPI","FOOD","IDX2015","A","1999",65.18916,
"CAN","CPI","FOOD","IDX2015","A","2000",65.88562,
"CAN","CPI","FOOD","IDX2015","A","2001",69.07867,
"CAN","CPI","FOOD","IDX2015","A","2002",70.82571,
"CAN","CPI","FOOD","IDX2015","A","2003",71.84678,
"CAN","CPI","FOOD","IDX2015","A","2004",73.12164,
"CAN","CPI","FOOD","IDX2015","A","2005",74.79785,
"CAN","CPI","FOOD","IDX2015","A","2006",76.49767,
"CAN","CPI","FOOD","IDX2015","A","2007",78.5103,
"CAN","CPI","FOOD","IDX2015","A","2008",81.59712,
"CAN","CPI","FOOD","IDX2015","A","2009",86.06504,
"CAN","CPI","FOOD","IDX2015","A","2010",86.87954,
"CAN","CPI","FOOD","IDX2015","A","2011",90.56248,
"CAN","CPI","FOOD","IDX2015","A","2012",92.69315,
"CAN","CPI","FOOD","IDX2015","A","2013",93.70242,
"CAN","CPI","FOOD","IDX2015","A","2014",96.05737,
"CAN","CPI","FOOD","IDX2015","A","2015",100,
"CAN","CPI","FOOD","IDX2015","A","2016",101.0152,
"CAN","CPI","FOOD","IDX2015","A","2017",99.99409,
"CAN","CPI","FOOD","IDX2015","A","2018",100.8027,
"CAN","CPI","FOOD","IDX2015","A","2019",104.5092,
"CAN","CPI","FOOD","IDX2015","A","2020",107.0176,
"CAN","CPI","FOOD","IDX2015","A","2021",109.3667,
"CAN","CPI","FOOD","IDX2015","A","2022",120.0437,
"CZE","CPI","ENRG","IDX2015","A","1995",36.46667,
"CZE","CPI","ENRG","IDX2015","A","1996",39.1,
"CZE","CPI","ENRG","IDX2015","A","1997",43.85833,
"CZE","CPI","ENRG","IDX2015","A","1998",51.03333,
"CZE","CPI","ENRG","IDX2015","A","1999",54.28333,
"CZE","CPI","ENRG","IDX2015","A","2000",63.21667,
"CZE","CPI","ENRG","IDX2015","A","2001",63.31667,
"CZE","CPI","ENRG","IDX2015","A","2002",63.5,
"CZE","CPI","ENRG","IDX2015","A","2003",63.28333,
"CZE","CPI","ENRG","IDX2015","A","2004",65.74167,
"CZE","CPI","ENRG","IDX2015","A","2005",70.03333,
"CZE","CPI","ENRG","IDX2015","A","2006",76.38333,
"CZE","CPI","ENRG","IDX2015","A","2007",79.2,
"CZE","CPI","ENRG","IDX2015","A","2008",87.275,
"CZE","CPI","ENRG","IDX2015","A","2009",88.59167,
"CZE","CPI","ENRG","IDX2015","A","2010",92.63333,
"CZE","CPI","ENRG","IDX2015","A","2011",99.25,
"CZE","CPI","ENRG","IDX2015","A","2012",106.3583,
"CZE","CPI","ENRG","IDX2015","A","2013",107.0917,
"CZE","CPI","ENRG","IDX2015","A","2014",103.1583,
"CZE","CPI","ENRG","IDX2015","A","2015",100.0167,
"CZE","CPI","ENRG","IDX2015","A","2016",97.45834,
"CZE","CPI","ENRG","IDX2015","A","2017",98.43333,
"CZE","CPI","ENRG","IDX2015","A","2018",101.525,
"CZE","CPI","ENRG","IDX2015","A","2019",106.6583,
"CZE","CPI","ENRG","IDX2015","A","2020",105.2083,
"CZE","CPI","ENRG","IDX2015","A","2021",106.675,
"CZE","CPI","ENRG","IDX2015","A","2022",139.6667,
"CZE","CPI","FOOD","IDX2015","A","1994",58.25891,
"CZE","CPI","FOOD","IDX2015","A","1995",65.00833,
"CZE","CPI","FOOD","IDX2015","A","1996",70.19167,
"CZE","CPI","FOOD","IDX2015","A","1997",73.275,
"CZE","CPI","FOOD","IDX2015","A","1998",76.51667,
"CZE","CPI","FOOD","IDX2015","A","1999",72.28333,
"CZE","CPI","FOOD","IDX2015","A","2000",73,
"CZE","CPI","FOOD","IDX2015","A","2001",76.7,
"CZE","CPI","FOOD","IDX2015","A","2002",75.20834,
"CZE","CPI","FOOD","IDX2015","A","2003",73.56667,
"CZE","CPI","FOOD","IDX2015","A","2004",76.075,
"CZE","CPI","FOOD","IDX2015","A","2005",75.88333,
"CZE","CPI","FOOD","IDX2015","A","2006",76.53333,
"CZE","CPI","FOOD","IDX2015","A","2007",80.15833,
"CZE","CPI","FOOD","IDX2015","A","2008",86.65833,
"CZE","CPI","FOOD","IDX2015","A","2009",83.21667,
"CZE","CPI","FOOD","IDX2015","A","2010",84.44167,
"CZE","CPI","FOOD","IDX2015","A","2011",88.35,
"CZE","CPI","FOOD","IDX2015","A","2012",94.45834,
"CZE","CPI","FOOD","IDX2015","A","2013",99.1,
"CZE","CPI","FOOD","IDX2015","A","2014",101.1,
"CZE","CPI","FOOD","IDX2015","A","2015",99.98333,
"CZE","CPI","FOOD","IDX2015","A","2016",99.05,
"CZE","CPI","FOOD","IDX2015","A","2017",104.1833,
"CZE","CPI","FOOD","IDX2015","A","2018",105.55,
"CZE","CPI","FOOD","IDX2015","A","2019",108.525,
"CZE","CPI","FOOD","IDX2015","A","2020",113.45,
"CZE","CPI","FOOD","IDX2015","A","2021",114.3583,
